Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2018-01-31,3.9,0.81682662854809,4.774575,0.73863636363636,-9.5724431818182,3.4418526017338,-7.7000995616067,6.0458731534738,34.847855526,2.7265206786369
2017-07-31,3.9,0.87569508297211,4.453605,0.73584905660377,-15.969716981132,-5.1484451894897,-6.5717793735476,10.197166001998,28.842789863968,4.8884755633065
2017-01-31,3.79,0.95524669245833,3.9675615,0.74901185770751,-21.589693675889,-10.437610870084,-8.7498049523853,9.2500796524323,11.852424791131,-4.2356866489174
2016-07-31,3.79,0.90830646260048,4.1726005,0.75198412698413,-17.210307539683,-5.6522843870883,-7.1962324462227,8.6671595775365,10.700004731737,3.1939107604957
2016-01-31,3.59,0.93023255813953,3.85925,0.72819472616633,-21.71906693712,-17.055495613196,-10.268925287388,-10.276557975129,10.840402668066,-8.4088926648345
2015-07-31,3.59,0.91270022361155,3.9333835,0.74947807933194,-17.883434237996,-13.094722671429,-9.0793120338673,-14.237514722822,19.407028237384,-4.1641903979041
2015-01-31,3.67,0.86307340439304,4.2522455,0.76617954070981,-11.226607515658,-4.7644846835729,-6.038270270642,-7.6392778989762,27.299746277739,0.41841316747349
2014-07-31,3.67,0.74274891372971,4.9411045,0.76538060479666,3.0470177267987,11.840835094199,-5.5424215553066,-3.0202676636796,40.601117873999,19.473355362629
2014-01-31,3.67,0.73721847469498,4.9781715,0.79365651468733,7.655537934763,12.219057585199,-3.6789083602234,1.8623919077023,70.362680584238,10.88435523351
2013-07-31,3.64,0.77775617343963,4.68013,0.79882955376737,2.7095098756401,6.7809332093143,-3.3072252686908,10.61934748725,48.828147245266,14.162279797706
2013-01-31,3.64,0.73694682928627,4.939298,0.83344861306557,13.094809549932,17.546899405077,-2.5004692041854,10.516309772095,42.869410101352,22.662361945668
2012-07-31,3.64,0.82484431063637,4.412954,0.84113229347198,1.9746735990757,8.6882864664358,-2.1264819383487,1.286647757927,10.206144939683,15.517024942271
2012-01-31,3.53,0.78823946715012,4.4783345,0.8410328741405,6.6976355778349,14.072971004896,-2.7943868358899,11.639089463829,10.0966364849,14.480179948002
2011-07-31,3.4,0.69752031527918,4.87441,0.83640836408364,19.911685116851,29.095882608924,-5.2908550692566,18.747629072813,22.378380273099,24.944139887626
